AnimalId,MovementId,MovementDate,OffLocationKey,OnLocationKey,Birth,Death,Stay_Length,Valid_History,OffX,OffY,OnX,OnY,Distance
99676095,2,2012-05-07T00:00:00.000Z,25746937,87534,false,false,38,0,350338,172181,378302,209404,46556
99676095,5,2012-07-14T00:00:00.000Z,87534,790383,false,false,0,0,378302,209404,374791,319290,109942
99676095,8,2012-08-10T00:00:00.000Z,87534,790502,false,false,1,0,378302,209404,501584,167092,130340
99676095,60,2015-05-08T00:00:00.000Z,87534,790245,false,false,2,0,378302,209404,481755,356347,179707
99676095,63,2015-05-23T00:00:00.000Z,790593,87534,false,false,3,0,298701,90301,378302,209404,143254
99676095,66,2015-06-03T00:00:00.000Z,87534,25894,false,false,3,0,378302,209404,196958,72351,227308
99676095,69,2015-06-14T00:00:00.000Z,790389,87534,false,false,8,0,377894,242742,378302,209404,33340
99676095,15,2012-08-19T00:00:00.000Z,790529,87534,false,false,26,0,362178,143599,378302,209404,67751
99676095,18,2013-05-28T00:00:00.000Z,87534,790520,false,false,3,0,378302,209404,365067,139319,71323
99676095,21,2013-06-08T00:00:00.000Z,25894,87534,false,false,28,0,196958,72351,378302,209404,227308
99676095,24,2013-07-28T00:00:00.000Z,87534,889523,false,false,5,0,378302,209404,430650,104972,116817
99676095,76,2015-07-10T00:00:00.000Z,87534,790383,false,false,1,0,378302,209404,374791,319290,109942
99676095,79,2015-07-19T00:00:00.000Z,805911,87534,false,false,6,0,487524,112719,378302,209404,145867
99676095,82,2015-07-26T00:00:00.000Z,790577,87534,false,false,2,0,281799,60254,378302,209404,177647
99676095,85,2015-07-30T00:00:00.000Z,790605,87534,false,false,5,0,230313,82831,378302,209404,194734
99676095,7,2012-07-15T00:00:00.000Z,25815090,87534,false,false,26,0,438275,311427,378302,209404,118344
99676095,10,2012-08-15T00:00:00.000Z,87534,791205,false,false,0,0,378302,209404,383790,125003,84579
99676095,13,2012-08-17T00:00:00.000Z,25807266,87534,false,false,2,0,300308,142689,378302,209404,102635
99676095,16,2012-09-14T00:00:00.000Z,87534,2653,false,false,2,0,378302,209404,448881,173282,79285
99676095,68,2015-06-11T00:00:00.000Z,87534,790389,false,false,3,0,378302,209404,377894,242742,33340
99676095,71,2015-06-24T00:00:00.000Z,789713,87534,false,false,5,0,371867,377133,378302,209404,167852
99676095,74,2015-07-04T00:00:00.000Z,87534,25825611,false,false,0,0,378302,209404,397750,261793,55882
99676095,77,2015-07-11T00:00:00.000Z,790383,87534,false,false,7,0,374791,319290,378302,209404,109942
99676095,47,2014-05-29T00:00:00.000Z,790331,87534,false,false,6,0,392636,322810,378302,209404,114308
